Codice          |Cod.commerciale   |Descrizione                             |Costruttore |Descrizione supplementare
HHCAVO_CV169    |541334            |CAVO A CONNETTORE 3 POLI M8 DRITTO 5M   |FESTO       |541334 NEBU-M8G3-K-5-LE3

HHCAVO_CV170    |541332            |CAVO A CONNETTORE 3 POLI M8 DRITTO 10M  |FESTO       |541332 NEBU-M8G3-K-10-LE3

HHCAVO_CV171    |541341            |CAVO A CONNETTORE 3 POLI M8 90G 5M      |FESTO       |541341 NEBU-M8W3-K-5-LE3

HHCAVO_CV172    |541335            |CAVO A CONNETTORE 3 POLI M8 90G 10M     |FESTO       |541335 NEBU-M8W3-K-10-LE3

HHCAVO_CV173    |7014-12341-2141000|CAVO PER SENSORI 4P C/ CONNETTORE 10MT  |MURR ELEKTRO|GRIGIO, CONNETTORE M12 CURVO

HHCAVO_CV174    |CKR-4G-CBL-RT-002 |CAVO POTENZA E SEGNALE CONN.90 GRADI 5M |COGNEX      |PER SISTEMA DI VISIONE C4G7

HHCAVO_CV175    |CCBL-ENET-05-RT   |CAVO ETHERNET CONN. 90 GRADI 5 METRI    |COGNEX      |PER SISTEMA DI VISIONE C4G7

HHCAVO_CV176    |BCC0EZF           |CAVO PER SENSORI 4P C/ CONNETTORE 5MT   |BALLUFF     |BCC S415-0000-1A-003-VX8434-05 GRIGIO, CONNETTORE DRITTO

HHCAVO_CV177    |OP-73865          |CAVO A CONNETTORE 4 POLI M8 DRITTO 10M  |KEYENCE     |

HHCAVO_CV178    |7014-08101-2110500|CAVO PER SENSORI 4P C/ CONNETTORE 5MT   |MURR ELEKTRO|GRIGIO, CONNETTORE M8 CURVO

HHCAVO_CV179    |MD-CS610-000      |CAVO SCHERMATO M12F/SFRANGIATO 12PIN 3M |SERVOTECNICA|I/O PER HHMTS0_M0106

HHCAVO_CV180    |MD-CS620-000      |CAVO SCHERMATO M12F/SFRANGIATO 4PIN 3M  |SERVOTECNICA|COD.B POWER PER HHMTS0_M0106

HHCAVO_CV181    |MD-CS600-000      |CAVO SCHERMATO M12M/SFRANGIATO 5PIN 3M  |SERVOTECNICA|COD.A COMUNICAZIONE PER HHMTS0_M0106

HHCAVO_CV182    |BCC036J           |CAVO PER SENSORI 4P C/ CONNETTORE 10MT  |BALLUFF     |BCC M425-0000-1A-008-VX8434-100 GRIGIO, CONNETTORE 90 GRADI

HHCAVO_CV183    |BCC06M7           |CAVO PER SENSORI 4P C/ CONNETTORE 10MT  |BALLUFF     |BCC S415-0000-1A-003-VX8434-100 GRIGIO, CONNETTORE DRITTO

HHCAVO_CV184    |370-423           |CONNETTORE DIRITTO PER SENSORE GH       |MTS SENSORS |

HHCAVO_CV185    |CCB-84901-1006-30 |CAVO ETHERNET 30M PER SISTEMA DI VISIONE|COGNEX      |

HHCAVO_CV186    |XS2FM12PVC4A15M   |CAVO PER SENSORI 4P C/ CONNETTORE 15MT  |OMRON       |

HHCAVO_CV187    |7014-11021-2160500|CAVO A CONNETTORE FORMA BI LED 5M.      |MURR ELEKTRO|GRIGIO

HHCAVO_CV188    |AS-M12FRD04050C   |CAVO PER SENSORI 4P C/ CONNETTORE 5MT   |AS CONNECTOR|CAVO PVC GRIGIO CONNETTORE 90 GRADI

HHCAVO_CV189    |AS-M12FAX04050C   |CAVO PER SENSORI 4P C/ CONNETTORE 5MT   |AS CONNECTOR|CAVO PVC GRIGIO CONNETTORE DRITTO

HHCAVO_CV190    |AS-M12FRD04100C   |CAVO PER SENSORI 4P C/ CONNETTORE 10MT  |AS CONNECTOR|CAVO PVC GRIGIO CONNETTORE 90 GRADI

HHCAVO_CV191    |AS-M12FAX04100C   |CAVO PER SENSORI 4P C/ CONNETTORE 10MT  |AS CONNECTOR|CAVO PVC GRIGIO CONNETTORE DRITTO

HHCAVO_CV192    |VW3E1145R200      |CAVO MOTORE 4X10MM 20MT CONN.M40        |SCHNEIDER   |ANNULLATO E SOSTITUITO DA HHCAVO_P3026

HHCAVO_CV193    |122-800-15EX      |CAVO ATEX PER ELETTROVALVOLA FORMA I-15M|TSI SOLUTION|PER GRUPPO ATEX CAMOZZI

HHCAVO_CV194    |VIS 2-A653-13M    |CAVO PER ELETTROVALVOLA FORMA I-13M     |TURCK       |PER GRUPPO CAMOZZI

HHCAVO_CV195    |6052622           |CAVO 5MT CONNETTORE M12 DOL-1204-L05MNI |SICK        |

HHCAVO_CV196    |7000-88251-6310100|PROLUNGA ADATTATORE M8/M12 1.0M 4P      |MURR ELEKTRO|M8M/M12F 4P PUR POSA MOBILE UL/CSA

HHCAVO_CV197    |130054-0012       |CAVO ETHERNET ULTRALOCK 0.20M           |MOLEX       |CONNETTORE 4P FEMMINA TYPE D TO PIGTAIL

HHCAVO_CV198    |554034            |PROLUNGA 2,5M M12 5P MASCHIO M8 4P FEMM.|FESTO       |NEBU-M12G5-E-2.5-W2-M8G4-V1

HHCAVO_CV199    |8003130           |CAVO A CONNETTORE 4 POLI M8 DRITTO 5M   |FESTO       |NEBU-M8G4-K-9-LE4

HHCAVO_CV200    |7014-13221-3481000|CAVO SCHERMATO M12F/SFRANGIATO 5P 10MT  |MURR ELEKTRO|CAVO PVC GRIGIO CONNETTORE DRITTO

HHCAVO_CV201    |VF CA12PD5M       |CAVO 12POLI CONNETTORE M12 5M           |PIZZATO     |CONNETTORE FEMMINA

HHCAVO_CV202    |VF CA12PD0M       |CAVO 12POLI CONNETTORE M12 10M          |PIZZATO     |CONNETTORE FEMMINA

HHCAVO_CV203    |7000-46041-8020300|CAVO 6POLI CONNETTORE M12 3M            |MURR ELEKTRO|PER SISTEMA CUBE67-SCHERMATO

HHCAVO_CV204    |7000-46041-8020030|CAVO 6POLI CONNETTORE M12 0.3M          |MURR ELEKTRO|PER SISTEMA CUBE67-SCHERMATO

HHCAVO_CV205    |7000-78021-9612000|CAVO 5POLI CONNETTORE 7/8'' 20M         |MURR ELEKTRO|PER SISTEMA CUBE67

HHCAVO_CV206    |7000-78021-9610500|CAVO 5POLI CONNETTORE 7/8'' 5M          |MURR ELEKTRO|PER SISTEMA CUBE67

HHCAVO_CV207    |7000-44511-7962000|CAVO ETHERNET 4POLI CONNETTORE M12 20M  |MURR ELEKTRO|PER SISTEMA CUBE67

HHCAVO_CV208    |7000-44511-7960500|CAVO ETHERNET 4POLI CONNETTORE M12 5M   |MURR ELEKTRO|PER SISTEMA CUBE67

HHCAVO_CV209    |7000-46041-8020500|CAVO 6POLI CONNETTORE M12 5M            |MURR ELEKTRO|PER SISTEMA CUBE67-SCHERMATO

HHCAVO_CV210    |7000-46041-8020700|CAVO 6POLI CONNETTORE M12 7M            |MURR ELEKTRO|PER SISTEMA CUBE67-SCHERMATO

HHCAVO_CV211    |7000-46041-8021000|CAVO 6POLI CONNETTORE M12 10M           |MURR ELEKTRO|PER SISTEMA CUBE67-SCHERMATO

HHCAVO_CV212    |VEDI DESCR SUP    |CAVO 4POLI CONNETTORE M8 5M             |SCHMERSAL   |A-K4P-M8-S-W-5M-BK-2-X-X-4

HHCAVO_CV213    |CFROBOT9-010      |CAVO ETHERNET POSA MOBILE 4 COPPIE      |IGUS        |4 COPPIE TWISTATE - SCHERMATE INDIVIDUALMENTE
HHCAVO_CV578    |ACEUH82-H4513-1BA0|CAVO EMO117 PS5/DB5 HYBRID 10MT         |AGENCAVI    |PER SISTEMA ISH-COMPATIBILE CON 15154513-100-HHCAVO_CV078

HHCAVO_CV579    |ACEUH82-H4514-1ABO|CAVO EMO118 DB5/DB5/ISH HYBRID 1MT      |AGENCAVI    |PER SISTEMA ISH-COMPATIBILE CON 15154514-010-HHCAVO_CV079

HHCAVO_CV580    |ACEUH82-H4514-1ACO|CAVO EMO118 DB5/DB5/ISH HYBRID 2MT      |AGENCAVI    |PER SISTEMA ISH-COMPATIBILE CON 15154514-020-HHCAVO_CV080

HHCAVO_CV591    |ACEUH82-H4513-1AGO|CAVO EMO117 PS5/DB5 HYBRID 6MT          |AGENCAVI    |PER SISTEMA ISH-COMPATIBILE CON 15154513-060-HHCAVO_CV091

HHCAVO_EC001    |ZK1090-3191-3020  |ETHERCAT BOX CAVO BUS 2.0M RJ45/M8      |BECKHOFF    |RJ45/M8M 4P PVC

HHCAVO_EC002    |ZK1090-313-3020   |ETHERCAT BOX CAVO BUS 2.0M M8/M8        |BECKHOFF    |M8M/M8M 4P PVC

HHCAVO_EC003    |ZK2020-3200-0020  |ETHERCAT BOX CAVO 24V 2.0M OPEN/M8F     |BECKHOFF    |SFRANGIATO/M8F 4P

HHCAVO_EC004    |ZK2020-3132-0020  |ETHERCAT BOX CAVO 24V 2.0M M8M/M8F      |BECKHOFF    |M8M/M8F 4P

HHCAVO_EC005    |ZK1090-3191-3200  |ETHERCAT BOX CAVO EBUS 20.0M RJ45/M8    |BECKHOFF    |RJ45/M8M 4P PUR POSA FISSA

HHCAVO_EC006    |ZK1090-3131-3003  |ETHERCAT BOX CAVO EBUS 0.3M M8/M8       |BECKHOFF    |M8M/M8M 4P PVC POSA FISSA

HHCAVO_EC007    |ZK1090-3161-1010  |ETHERCAT BOX CAVO EBUS 1.0M M8/M12      |BECKHOFF    |M8M/M12M 4P PUR POSA MOBILE

HHCAVO_EC008    |ZK2020-3200-0200  |ETHERCAT BOX CAVO 24V 20.0M OPEN/M8F    |BECKHOFF    |SFRANGIATO/M8F 4P PUR POSA MOBILE

HHCAVO_EC009    |ZK2020-3132-0003  |ETHERCAT BOX CAVO 24V 0.3M M8M/M8F      |BECKHOFF    |M8M/M8F 4P PUR POSA MOBILE

HHCAVO_EC010    |ZK2000-2100-0050  |ETHERCAT BOX CAVO SENS 3P 5.0M M8M/OPEN |BECKHOFF    |M8M/SFRANGIATO 3P PUR POSA MOBILE

HHCAVO_EC011    |ZK2000-2122-0050  |ETHERCAT BOX CAVO SENS 3P 5.0M M8M/M8F  |BECKHOFF    |M8M/M8F 3P PUR POSA MOBILE

HHCAVO_ET001    |677664            |ETHERNET PATCH CAT.5E SF/UTP 0.3M GRIGIO|DISTRELEC   |PB-SRT-45-01

HHCAVO_ET002    |768009            |ETHERNET PATCH CAT.5E SF/UTP 0.3M BLU   |DISTRELEC   |PB-SRT-45-01-B

HHCAVO_ET003    |768010            |ETHERNET PATCH CAT.5E SF/UTP 0.3M GIALLO|DISTRELEC   |PB-SRT-45-01-GE

HHCAVO_ET004    |673150            |ETHERNET PATCH CAT.5E SF/UTP 1.0M GRIGIO|DISTRELEC   |PB-SRT-45-03

HHCAVO_ET005    |673151            |ETHERNET PATCH CAT.5E SF/UTP 1.0M BLU   |DISTRELEC   |PB-SRT-45-03-B

HHCAVO_ET006    |673152            |ETHERNET PATCH CAT.5E SF/UTP 1.0M GIALLO|DISTRELEC   |PB-SRT-45-03-GE

HHCAVO_ET007    |673155            |ETHERNET PATCH CAT.5E SF/UTP 2.0M GRIGIO|DISTRELEC   |PB-SRT-45-06

HHCAVO_ET008    |673156            |ETHERNET PATCH CAT.5E SF/UTP 2.0M BLU   |DISTRELEC   |PB-SRT-45-06-B

HHCAVO_ET009    |673157            |ETHERNET PATCH CAT.5E SF/UTP 2.0M GIALLO|DISTRELEC   |PB-SRT-45-06-GE

HHCAVO_ET010    |673159            |ETHERNET PATCH CAT.5E SF/UTP 2.0M ROSSO |DISTRELEC   |PB-SRT-45-06-R

HHCAVO_ET011    |673176            |ETHERNET PATCH CAT.5E SF/UTP 10M GRIGIO |DISTRELEC   |PB-SRT-45-30

HHCAVO_ET012    |673177            |ETHERNET PATCH CAT.5E SF/UTP 10M BLU    |DISTRELEC   |PB-SRT-45-30-B

HHCAVO_ET013    |673178            |ETHERNET PATCH CAT.5E SF/UTP 10M GIALLO |DISTRELEC   |PB-SRT-45-30-GE

HHCAVO_ET014    |869963            |ETHERNET PATCH CAT.5E SF/UTP 10M ROSSO  |DISTRELEC   |PB-SRT-45-30-R

HHCAVO_ET015    |869964            |ETHERNET PATCH CAT.5E SF/UTP 20M VERDE  |DISTRELEC   |PB-SRT-45-60-GR

HHCAVO_ET016    |863027            |ETHERNET PATCH CAT.6E SF/UTP 1.0M NERO  |DISTRELEC   |PB-SFTP6-60-S

HHCAVO_ET017    |863033            |ETHERNET PATCH CAT.6E SF/UTP 2.0M NERO  |DISTRELEC   |PB-SFTP6-03-S

HHCAVO_ET018    |863057            |ETHERNET PATCH CAT.6E SF/UTP 10M NERO   |DISTRELEC   |PB-SFTP6-30-S

HHCAVO_ET019    |673154            |ETHERNET PATCH CAT.5E SF/UTP 1.0M ROSSO |DISTRELEC   |PB-SRT-45-03-R

HHCAVO_ET020    |673169            |ETHERNET PATCH CAT.5E SF/UTP 5.0M ROSSO |DISTRELEC   |PB-SRT-45-15-R

HHCAVO_ET021    |863085            |ETHERNET PATCH CAT.6E SF/UTP 20M ROSSO  |DISTRELEC   |PB-SFTP6-60-X-R

HHCAVO_ET022    |673167            |ETHERNET PATCH CAT.5E SF/UTP 5.0M GIALLO|DISTRELEC   |PB-SRT-45-15-GE

HHCAVO_ET023    |869965            |ETHERNET PATCH CAT.5E SF/UTP 20M GIALLO |DISTRELEC   |PB-SRT-45-60-GE

HHCAVO_ET024    |673165            |ETHERNET PATCH CAT.5E SF/UTP 5.0M GRIGIO|DISTRELEC   |PB-SRT-45-15

HHCAVO_ET025    |697526            |ETHERNET PATCH CAT.5E SF/UTP 20M GRIGIO |DISTRELEC   |PB-SRT-45-60

HHCAVO_ET026    |673166            |ETHERNET PATCH CAT.5E SF/UTP 5.0M BLU   |DISTRELEC   |PB-SRT-45-15-B

HHCAVO_ET027    |697527            |ETHERNET PATCH CAT.5E SF/UTP 20M BLU    |DISTRELEC   |PB-SRT-45-60-B

HHCAVO_ET028    |673153            |ETHERNET PATCH CAT.5E SF/UTP 1.0M VERDE |DISTRELEC   |PB-SRT-45-03-GR

HHCAVO_ET029    |673158            |ETHERNET PATCH CAT.5E SF/UTP 2.0M VERDE |DISTRELEC   |PB-SRT-45-06-GR

HHCAVO_ET030    |673168            |ETHERNET PATCH CAT.5E SF/UTP 5.0M VERDE |DISTRELEC   |PB-SRT-45-15-GR

HHCAVO_ET031    |673179            |ETHERNET PATCH CAT.5E SF/UTP 10M VERDE  |DISTRELEC   |PB-SRT-45-30-GR

HHCAVO_ET032    |11659400050       |ETHERNET PATCH CAT.6A SF/UTP 0.5M GRIGIO|WEIDMULLER  |IE-C6FP8LD0005M40M40-D

HHCAVO_ET033    |1165940020        |ETHERNET PATCH CAT.6A SF/UTP 2.0M GRIGIO|WEIDMULLER  |IE-C6FP8LD0020M40M40-D

HHCAVO_P3001    |VW3E1141R050      |PACD3 CM/DB4 HYBRID CABLE 5.0MT /L      |SCHNEIDER   |

HHCAVO_P3002    |VW3E1142R010      |PACD3 DB4/ILM HYBRID CABLE 1.0MT L/L    |SCHNEIDER   |LEFT/LEFT

HHCAVO_P3003    |VW3E1142R020      |PACD3 DB4/ILM HYBRID CABLE 2.0MT L/L    |SCHNEIDER   |LEFT/LEFT

HHCAVO_P3004    |VW3E1145R050      |PACD3 CAVO MOTORE 2,5MM CONN.M40 L=5MT  |SCHNEIDER   |

HHCAVO_P3005    |VW3E2094R050      |PACD3 CAVO ENCODER M23/RJ45 L=5MT       |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C

HHCAVO_P3006    |VW3E1145R150      |PACD3 CAVO MOTORE 2,5MM CONN.M40 L=15MT |SCHNEIDER   |

HHCAVO_P3007    |VW3E2094R150      |PACD3 CAVO ENCODER M23/RJ45 L=15MT      |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C

HHCAVO_P3008    |VW3E6023          |PACD3 SERCOS3 BRIDGE                    |SCHNEIDER   |TERMINATORE PER DB4

HHCAVO_P3009    |VW3E1143R150      |PACD3 CAVO MOTORE 1,5MM CONN.M23 L=15MT |SCHNEIDER   |

HHCAVO_P3010    |VW3E2094R100      |PACD3 CAVO ENCODER M23/RJ45      L=10MT |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C

HHCAVO_P3011    |VW3E2094R200      |PACD3 CAVO ENCODER M23/RJ45      L=20MT |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C

HHCAVO_P3012    |VW3E1142R030      |PACD3 DB4/ILM HYBRID CABLE 3.0MT L/L    |SCHNEIDER   |LEFT/LEFT

HHCAVO_P3013    |VW3E1142R015      |PACD3 DB4/ILM HYBRID CABLE 1.5MT L/L    |SCHNEIDER   |LEFT/LEFT

HHCAVO_P3014    |VW3E1149R005      |PACD3 DB4/ILM HYBRID CABLE 0.5MT L/C    |SCHNEIDER   |LEFT/CENTER

HHCAVO_P3015    |VW3E1149R010      |PACD3 DB4/ILM HYBRID CABLE 1.0MT L/C    |SCHNEIDER   |LEFT/CENTER

HHCAVO_P3016    |VW3E1149R020      |PACD3 DB4/ILM HYBRID CABLE 2.0MT L/C    |SCHNEIDER   |LEFT/CENTER

HHCAVO_P3017    |VW3E2094R300      |PACD3 CAVO ENCODER M23/RJ45      L=30MT |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C

HHCAVO_P3018    |VW3E2092R005      |PACD3 CAVO ADATTATORE ENCODER DB9/RJ45  |SCHNEIDER   |PER DRIVER LXM52/62 E CPU LMC101/201C DA USARE CON CAVI PER MOTORI SH

HHCAVO_P3019    |VW3E1143R050      |PACD3 CAVO MOTORE 1,5MM CONN.M23 L=5MT  |SCHNEIDER   |

HHCAVO_P3020    |VW3E1143R100      |PACD3 CAVO MOTORE 1,5MM CONN.M23 L=10MT |SCHNEIDER   |

HHCAVO_P3021    |VW3M7101R01       |PACD3 CAVO COLLEGAMENTO DC BUS L=0.18MT |SCHNEIDER   |PER DRIVER LXM52/ATV320/ATV340/LXM32/LXM28

HHCAVO_P3022    |VW3E1144R300      |PACD3 CAVO MOTORE 2,5MM CONN.M23 L=30MT |SCHNEIDER   |

HHCAVO_P3023    |VW3E1164R010      |PACD3 M23/DB4 POWER CABLE 1.0 MT        |SCHNEIDER   |DA COLLETTORE ROTANTE HHCONN_XC028 A PRIMA DB4

HHCAVO_P3024    |VW3E1164R020      |PACD3 M23/DB4 POWER CABLE 2.0 MT        |SCHNEIDER   |DA COLLETTORE ROTANTE HHCONN_XC028 A PRIMA DB4

HHCAVO_P3025    |VW3E1145R100      |PACD3 CAVO MOTORE 2,5MM CONN.M40 L=10MT |SCHNEIDER   |

HHCAVO_P3026    |VW3E1145R200      |PACD3 CAVO MOTORE 2,5MM CONN.M40 L=20MT |SCHNEIDER   |

HHCAVO_P3027    |VW3E1145R300      |PACD3 CAVO MOTORE 2,5MM CONN.M40 L=30MT |SCHNEIDER   |

HHCAVO_P3028    |VW3E1141R060      |PACD3 CM/DB4 HYBRID CABLE 6.0MT /L      |SCHNEIDER   |

HHCAVO_P3029    |VW3E1141R200      |PACD3 CM/DB4 HYBRID CABLE 20.0MT /L     |SCHNEIDER   |

HHCAVO_P3030    |VW3E1142R040      |PACD3 DB4/ILM HYBRID CABLE 4.0MT L/L    |SCHNEIDER   |LEFT/LEFT

HHCAVO_P3200    |TCSXCN1MNX3E      |PACD3 TM7 CAVO BUS 3.0MT CONN. DA TM5   |SCHNEIDER   |SFRANGIATO/M12 M CODIFICA D

HHCAVO_P3201    |TCXSCN1M1F1E      |PACD3 TM7 CAVO ESTENSIONE BUS 1.0MT     |SCHNEIDER   |M12F / M12M CODIFICA D

HHCAVO_P3202    |TCSXCN1FNX3E      |PACD3 TM7 CAVO BUS 3.0MT CONN. DA TM5   |SCHNEIDER   |SFRANGIATO/M12 F CODIFICA D

HHCAVO_P3300    |TCSXCNEXNX3V      |PACD3 TM7 CAVO ALIM. 3.0MT              |SCHNEIDER   |SFRANGIATO / M8M 4 POLI

HHCAVO_P3301    |TCSXCNEMEF1V      |PACD3 TM7 CAVO ESTENSIONE ALIM. 1.0M    |SCHNEIDER   |M8F/M8M 4 POLI

HHCAVO_P3302    |TCSXCNEFNX3V      |PACD3 TM7 CAVO ALIM. 3.0MT              |SCHNEIDER   |SFRANGIATO / M8F 4 POLI

HHCAVO_P3303    |VW3E1155R100      |PACD3 CAVO POTENZA DC CM/ILM 10M        |SCHNEIDER   |SFRANGIATO/M23

HHCAVO_P3304    |VW3E1157R010      |PACD3 CAVO POTENZA DC ILM/ILM 1M        |SCHNEIDER   |M23/M23

HHCAVO_P3305    |VW3E1157R007      |PACD3 CAVO POTENZA DC ILM/ILM 0.7M      |SCHNEIDER   |M23/M23

HHCAVO_P3306    |VW3E1164R010      |PACD3 CAVO POTENZA DC DB4/ILM 1M        |SCHNEIDER   |DB4D1/M23

HHCAVO_P3307    |VW3E3065R100      |PACD3 CAVO SERCOSIII DC CM/ILM 10M      |SCHNEIDER   |RJ45/M12ANG

HHCAVO_P3308    |VW3E3064R010      |PACD3 CAVO SERCOSIII DC ILM/ILM 1M      |SCHNEIDER   |M12ANG/M12ANG

HHCAVO_P3309    |VW3E3064R007      |PACD3 CAVO SERCOSIII DC ILM/ILM 0.7M    |SCHNEIDER   |M12ANG/M12ANG

HHCAVO_PR001    |42103-006         |PROLUNGA M8 3 POLI 0,6MT                |MIN-TEC     |PUR UL STYLE-COD. CPA3A1-060-320

HHCAVO_PR002    |42103-015         |PROLUNGA M8 3 POLI 1,5MT                |MIN-TEC     |PUR UL STYLE-COD. CPA3A1-150-320

HHCAVO_PR003    |EVT046            |PROLUNGA M12 4 POLI 0,3MT               |IFM         |MASCHIO DRITTO FEMMINA AD ANGOLO

HHCAVO_PR004    |7000-40921-2150060|CAVO M12 4 POLI MASCHIO-FEMMINA FORMA A |MURR ELEKTRO|SOLO PER CONTATTI DI SCAMBIO

HHCAVO_PR005    |7000-40921-2150200|CAVO M12 4 POLI MASCHIO-FEMMINA FORMA A |MURR ELEKTRO|SOLO PER CONTATTI DI SCAMBIO 2M

HHCAVO_RS001    |672788            |CAVO SERIALE 3MT F/F                    |DISTRELEC   |

HHCAVO_RX002    |CAVO1SPIMD/2.5PM  |RID20 CAVO IBRIDO M-M 0.2M              |ROBOX       |P/N: CAVO1SPIMD/2.5PM/020

HHCAVO_RX003    |CAVO1SPIMD/2.5PM  |RID20 CAVO IBRIDO M-M 0.3M              |ROBOX       |P/N: CAVO1SPIMD/2.5PM/030

HHCAVO_RX006    |CAVO1SPIMD/2.5PM  |RID20 CAVO IBRIDO M-M 0.6M              |ROBOX       |P/N: CAVO1SPIMD/2.5PM/060

HHCAVO_RX020    |CAVO1SPIMD/2.5PM  |RID20 CAVO IBRIDO M-M 2.0M              |ROBOX       |P/N: CAVO1SPIMD/2.5PM/2

HHCAVO_RX101    |CAVO2SPIMD/2.5PM  |RID20 CAVO IBRIDO PS-M 1.0M             |ROBOX       |P/N: CAVO2SPIMD/2.5PM/1

HHCAVO_RX105    |CAVO2SPIMD/2.5PM  |RID20 CAVO IBRIDO PS-M 5.0M             |ROBOX       |P/N: CAVO2SPIMD/2.5PM/5

HHCAVO_RX120    |CAVO2SPIMD/2.5PM  |RID20 CAVO IBRIDO PS-M 20.0M            |ROBOX       |P/N: CAVO2SPIMD/2.5PM/20

HHCAVO_RX202    |CAVO8SPIMD/2.5PM  |RID20 CAVO IBRIDO EXT 2.5M              |ROBOX       |P/N: CAVO8SPIMD/2.5PM/2.5

HHCAVO_RX206    |ACARD-IBRM23RJ45  |RID20 CAVO IBRIDO M-PS 0.6M             |AGENCAVI    |P/N: ACARD-IBRM23RJ45-00,6 - SFRANGIATO CON RJ45
HHCAVO_RX315    |CAVOSPIMD/RS232   |RID20 CAVO RS232 1.5M                   |ROBOX       |P/N: CAVOSPIMD/RS232/1.5

HHCAVO_RX400    |CAVO1SPIMD/TERM   |RID20 TERMINATORE CAVO IBRIDO           |ROBOX       |

HHCAVO_RX501    |ACRO-HF-SMBRID20  |CAVO MOTORE ROBOX IMD20-PARKER SME 1M   |AGENCAVI    |P/N: ACRO-HF-SMBRID20-01,0
HHCAVO_RX504    |ACRO-HF-SMBRID20  |CAVO MOTORE ROBOX IMD20-PARKER SME 4M   |AGENCAVI    |P/N: ACRO-HF-SMBRID20-04,0
HHCAVO_RX601    |ACRO-HE-SMBRID20  |CAVO ENCODER ROBOX IMD20-PARKER SME 1M  |AGENCAVI    |P/N: ACRO-HE-SMBRID20-01,0 - PER ENCODER ENDAT
HHCAVO_RX604    |ACRO-HE-SMBRID20  |CAVO ENCODER ROBOX IMD20-PARKER SME 4M  |AGENCAVI    |P/N: ACRO-HE-SMBRID20-04,0 - PER ENCODER ENDAT
HHCAVO_US001    |678641            |PROLUNGA USB 3MT M/F                    |DISTRELEC   |

HHCAVO_US002    |847686            |CAVO USB/MINI-USB 4.5MT                 |DISTRELEC   |

HHCAVO_US003    |765248            |CAVO USB/MINI-USB 1.0MT                 |DISTRELEC   |

HHCAVO_US004    |765692            |CAVO USB/MICRO-USB 1.8MT                |DISTRELEC   |

HHCAVO_US005    |CS1W-CIF31        |CAVO DI CONVERSIONE USB/SERIALE         |OMRON       |

HHCAVO_US006    |QZ0460            |ADATTATORE I/O LINK - USB               |IFM         |KIT COMPRENSIVO DI SOFTWARE E MASTER I/O LINK

HHCERT_UL001    |CERT_UL           |CERTIFICAZIONE UL                       |AROL        |

HHCOND_CD001    |SK 3203.100       |CONDIZIONATORE DA PARETE                |RITTAL      |

HHCOND_CD002    |SK 3302.100       |CONDIZIONAT.DA PARETE 230V/50-60HZ/315W |RITTAL      |

HHCOND_CD003    |SK 3302.110       |CONDIZIONAT.DA PARETE 110V/50-60HZ/300W |RITTAL      |

HHCOND_CD004    |SK 3302.300       |CONDIZIONAT.DA PARETE 230V/50-60HZ/315W |RITTAL      |MONTAGGIO ORIZZONTALE

HHCOND_CD005    |SK 3303.500       |CONDIZIONAT.DA PARETE 230V/50-60HZ/500W |RITTAL      |

HHCOND_CD006    |SK 3305.110       |CONDIZIONAT.DA PARETE 115V/50-60HZ/1500W|RITTAL      |

HHCOND_CD007    |SK 3361.500       |CONDIZIONAT.DA PARETE 230V/50-60HZ/750W |RITTAL      |

HHCOND_CD008    |SK 3303.200       |CONDIZIONAT.DA PARETE 230V/50-60HZ/500W |RITTAL      |IN ACCIAIO INOX

HHCOND_CD009    |SK 3320.600       |CHILLER POTENZA FRIGORIFERA 3000 W      |RITTAL      |ALIM. 480V 3F 60HZ

HHCOND_CD010    |SK 3374.510       |SCAMBIATORE ACQUA-ARIA 3000 W           |RITTAL      |ALIM. 115V 1F 60HZ

HHCOND_CD011    |SK 3303.514       |CONDIZIONAT.DA PARETE 115V/60HZ/500W    |RITTAL      |NEMA 4X

HHCOND_CD012    |SK 3303.510       |CONDIZIONAT.DA PARETE 115V/60HZ/500W    |RITTAL      |

HHCOND_CD013    |SK 3332.140       |COND.400V/50-60HZ 1710-2110W 3.8-3.9A   |RITTAL      |

HHCOND_CD014    |SK 3361.510       |CONDIZIONAT.DA PARETE 110V/50-60HZ/750W |RITTAL      |

HHCOND_CD015    |SK 3397.654       |CLIPS MASCHIO PORTELLA ANTERIORE CONDIZ.|RITTAL      |

HHCOND_CD016    |SK 3397.655       |CLIPS FEMMINA PORTELLA ANTERIORE CONDIZ.|RITTAL      |

HHCOND_CD017    |KA4C1.0MMLV       |CONDIZIONAT.DA PARETE 115V 60HZ 1000BTUH|KOOLTRONIC  |UL-CUL LISTED-NEMA 12 RATING MANTEINED(UL50)

